---	---	---	---	---	---	---	---	---	---	---	YAL068C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1049.17	TPHA0H03090	TBLA0A04300	NDAI0H02030	NCAS0A07650	KNAG0E04190	KAFR0I00180	CAGL0D00220g	Suva_1.8	Skud_1.4	Smik_1.7	YAL059W	Anc_7.4	ZYRO0C00440g	TDEL0H02030	KLLA0F00484g	ADR419C	Ecym_5002	SAKL0D14850g	KLTH0D00638g	Kwal_26.6745	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1010.26	TPHA0E00620	TBLA0F01510	NDAI0E04590	NCAS0E02990	KNAG0C04330	KAFR0G01100	CAGL0M09405g	Suva_2.14	Skud_2.6	Smik_2.16	YBL103C	Anc_7.438	ZYRO0F13222g	TDEL0C03010	KLLA0E06513g	ADR067W	Ecym_8083	SAKL0F13563g	KLTH0C05544g	Kwal_27.10598	---	---	---	---	---	---	---	---	---	TBLA0I00930	---	---
Kpol_397.10	TPHA0A01400	TBLA0H01090	NDAI0J00790	NCAS0B03310	KNAG0A04970	KAFR0B05910	CAGL0E00935g	Suva_2.331	Skud_4.425	Smik_4.411	YDR167W	Anc_8.360	ZYRO0F14256g	TDEL0F04840	KLLA0D17204g	AGL155W	Ecym_4214	SAKL0H14696g	KLTH0G11352g	Kwal_27.11345	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	ZYRO0E05434g	---	KLLA0F23012g	---	---	SAKL0D07854g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F23221g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F23331g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F23573g	---	Ecym_5415	SAKL0E10516g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F24486g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_397.9	TPHA0A01390	TBLA0H01080	NDAI0J00760	NCAS0B03300	KNAG0A04960	KAFR0B05920	CAGL0E00913g	Suva_2.332	Skud_4.426	Smik_4.412	YDR168W	Anc_8.361	ZYRO0F14278g	TDEL0F04850	KLLA0D17226g	AGL154W	Ecym_4213	SAKL0H14674g	KLTH0G11330g	Kwal_27.11349	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F24948g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1036.94	TPHA0A01380	TBLA0A04190	NDAI0J00750	NCAS0B03290	KNAG0A02780	KAFR0B05940	CAGL0E00891g	Suva_2.333	Skud_4.427	Smik_4.413	YDR169C	Anc_8.363	ZYRO0F14322g	TDEL0F04870	KLLA0D17270g	AGL152C	Ecym_4211	SAKL0H14630g	KLTH0G11286g	Kwal_27.11355	---	---	---	---	---	KAFR0H02070	KNAG0A04950	NCAS0C03060	NDAI0G02370	TBLA0H01070	TPHA0C00560	Kpol_397.8
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F27841g	---	---	SAKL0E12034g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F28105g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1036.97	TPHA0C00530	TBLA0A04220	NDAI0A01230	NCAS0B03230	KNAG0A04910	KAFR0B05990	CAGL0E00847g	Suva_2.334	Skud_4.428	Smik_4.414	YDR170C	Anc_8.368	ZYRO0F14432g	TDEL0F04920	KLLA0D17358g	AGL147C	Ecym_4206	SAKL0H14520g	KLTH0F09196g	Kwal_23.3401	---	---	---	---	---	---	---	---	---	TBLA0H01040	---	---
Kpol_1036.104	TPHA0C02480	TBLA0A04250	NDAI0A01210	NCAS0B03210	KNAG0A04860	KAFR0B06010	CAGL0E00781g	Suva_2.338	Skud_4.436	Smik_4.420	YDR172W	Anc_8.370	ZYRO0F14520g	TDEL0F04940	KLLA0D17424g	AGL145W	---	SAKL0H14432g	KLTH0F09108g	Kwal_23.3378	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0H03630	---	---	---	Suva_2.4	---	---	YFL059W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0H03640	---	---	---	Suva_2.3	---	---	YFL060C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0A03399g	ADR405C	Ecym_5015	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.25	TPHA0C02470	TBLA0H01030	NDAI0A01200	NCAS0B03200	KNAG0A04850	KAFR0B06020	CAGL0E00759g	Suva_2.339	Skud_4.437	Smik_4.421	YDR173C	Anc_8.371	ZYRO0F14542g	TDEL0F04950	KLLA0D17402g	AGL144C	Ecym_4203	SAKL0H14410g	KLTH0F09086g	Kwal_23.3373	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0A04389g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F19360g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0B10219g	AGR353C	Ecym_8180	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	Kwal_26.7254	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	Smik_15.377	YOR192C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.24	TPHA0C02460	---	NDAI0A01190	NCAS0B03190	KNAG0A04840	KAFR0B06030	CAGL0E00737g	Suva_2.340	Skud_4.438	Smik_4.422	YDR174W	Anc_8.372	ZYRO0C03718g	TDEL0F04960	KLLA0D18029g	AGL141W	Ecym_4194	SAKL0H14234g	KLTH0F09020g	Kwal_YGOB_HMO1	---	---	---	---	---	---	---	---	---	TBLA0H01020	---	---
Kpol_2002.12	TPHA0E03970	TBLA0A07560	NDAI0A00180	NCAS0B09070	KNAG0C00260	KAFR0D00180	CAGL0B00418g	Suva_3.156	Skud_3.7	Smik_3.18	YCL057W	Anc_1.9	ZYRO0F18392g	---	KLLA0C00572g	AGR406C	---	SAKL0C00550g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0E01035g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0C19019g	---	---	---	---	Kwal_14.782	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0C18700g	ABR114C	Ecym_6035	SAKL0F16456g	KLTH0E00484g	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0F00264g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
